PF07_0075_v7.1_P1/2	PF3D7_0718700	keep	NA	conserved Plasmodium membrane protein%2C unknown function
PFA0375C_v7.1_P4/5	PF3D7_0107500	keep	NA	NPC1-related protein%2C putative
MAL13P1.142_v7.1_P1/1	PF3D7_1326100	keep	NA	WD repeat-containing protein%2C putative
PFL1460C_v7.1_P1/1	PF3D7_1230300	keep	SPM2	subpellicular microtubule protein 2%2C putative
PF13_0155_v7.1_P7/8	PF3D7_1328200	keep	NA	conserved Plasmodium protein%2C unknown function
PFL2655W_v7.1_P1/1	PF3D7_1255000	keep	RIF	rifin
PFE1070C_v7.1_P2/4	PF3D7_0521300	keep	NA	zinc finger protein%2C putative
PF10_0064_v7.1_P3/3	PF3D7_1006400	keep	NA	heptatricopeptide repeat-containing protein%2C putative
PF14_0389_v7.1_P1/2	PF3D7_1441000	keep	NCS2	cytoplasmic tRNA 2-thiolation protein 2%2C putative
PF10_0198_v7.1_P2/2	PF3D7_1020500	keep	NA	ribosomal silencing factor RsfS%2C putative
PFF0705C_v7.1_P2/2	PF3D7_0614600	keep	NA	conserved Plasmodium protein%2C unknown function
MAL1_5.8S_v7.1_P1/1NU	ribosomal	RNA	ribosomal	ribosomal
PFA0580C_v7.1_P2/2	PF3D7_0112000	keep	TatD	TatD-like deoxyribonuclease
PFL1925W_v7.1_P2/3	PF3D7_1239700	keep	FTSH1	ATP-dependent zinc metalloprotease FTSH 1
PF14_0153_v7.1_P4/4	PF3D7_1415500	keep	NA	conserved Plasmodium membrane protein%2C unknown function
PF11_0404_v7.1_P8/8	PF3D7_1139300	keep	ApiAP2	AP2 domain transcription factor%2C putative
PFC0820W_v7.1_P3/14	PF3D7_0318500	keep	NA	conserved Plasmodium protein%2C unknown function
MAL13P1.70_v7.1_P3/10	PF3D7_1313800	keep	NA	conserved Plasmodium membrane protein%2C unknown function
PF14_0726_v7.1_P1/1	PF3D7_1475800	keep	NA	conserved Plasmodium protein%2C unknown function
PFL1995C_v7.1_P2/2	PF3D7_1241500	keep	NA	conserved Plasmodium protein%2C unknown function
PF07_0129_v7.1_P2/3	PF3D7_0731600	keep	ACS5	acyl-CoA synthetase
PF14_0452A_v7.1_P1/1	PF3D7_1447600	keep	NA	conserved protein%2C unknown function
PFE1005W_v7.1_P1/1	PF3D7_0520000	keep	RPS9	40S ribosomal protein S9%2C putative
PFL2165W_v7.1_P4/4	PF3D7_1245100	keep	KLP8	kinesin-13%2C putative
DarkCorner	NA	keep	NA	NA
GE_BrightCorner	NA	keep	NA	NA
GE_BrightCorner	NA	keep	NA	NA
GE_BrightCorner	NA	keep	NA	NA
DarkCorner	NA	keep	NA	NA
MAL13P1.36_v7.1_P1/1	PF3D7_1307000	keep	RRP40	exosome complex component RRP40%2C putative
PFC0475C_v7.1_P2/3	PF3D7_0311300	keep	NA	phosphatidylinositol 3- and 4-kinase%2C putative
PFE0555W_v7.1_P1/3	PF3D7_0511200	keep	SCD	stearoyl-CoA desaturase
PFL2405C_v7.1_P2/9	PF3D7_1250100	keep	G377	osmiophilic body protein G377
PF10_0374_v7.1_P16/27	PF3D7_1038400	keep	Pf11-1	gametocyte-specific protein
PFF0070W_v7.1_P1/2	NA	drop	NA	NA
PF08_0016_v7.1_P2/3	PF3D7_0827300	keep	NA	conserved Plasmodium protein%2C unknown function
PFC0425W_v7.1_P8/13	PF3D7_0310200	keep	NA	phd finger protein%2C putative
PFD0900W_v7.1_P3/6	PF3D7_0418600	keep	NA	regulator of chromosome condensation%2C putative
PFE0310C_v7.1_P2/2	PF3D7_0506300	keep	NA	conserved protein%2C unknown function
PFI0945W_v7.1_P1/1	PF3D7_0919300	keep	TrxL1	thioredoxin-like protein 1%2C putative
MAL7P1.55_v7.1_P3/7	PF3D7_0712800	keep	VAR	erythrocyte membrane protein 1%2C PfEMP1
PF11_0025_v7.1_P1/1NU	NA	drop	NA	NA
PF10_0177A_v7.1_P4/7	PF3D7_1018200	keep	PPP8	serine/threonine protein phosphatase 8%2C putative
PFF0310W_v7.1_P1/1	PF3D7_0606300	keep	NA	conserved Plasmodium protein%2C unknown function
PF13_0255_v7.1_P1/2	PF3D7_1348600	keep	NA	conserved Plasmodium protein%2C unknown function
PF14_0101_v7.1_P10/13	PF3D7_1410300	keep	NA	WD repeat-containing protein%2C putative
PF08_0052_v7.1_P2/2	PF3D7_0819200	keep	PLP5	perforin-like protein 5
PF14_0320_v7.1_P5/5	PF3D7_1433900	keep	NA	protein kinase%2C putative
PFI0430C_v7.1_P1/3	PF3D7_0908900	keep	NA	conserved Plasmodium protein%2C unknown function
(+)E1A_r60_n11	NA	keep	NA	NA
PFI1160W_v7.1_P2/2	PF3D7_0923600	keep	LipL2	lipoate-protein ligase 2
PF07_0065_v7.1_P1/2	PF3D7_0715900	keep	CDF	cation diffusion facilitator family protein%2C putative
PF08_0078_v7.1_P3/4	PF3D7_0813700	keep	ABCF1	ABC transporter F family member 1
MAL7P1.76_v7.1_P2/3	PF3D7_0716200	keep	NA	PDCD2 domain-containing protein%2C putative
PFF0795W_v7.1_P2/5	PF3D7_0616400	keep	NA	conserved Plasmodium protein%2C unknown function
PF13_0152_v7.1_P1/1	PF3D7_1328800	keep	SIR2A	transcriptional regulatory protein sir2a
PFA0330W_v7.1_P4/5	PF3D7_0106700	keep	AARP2	small ribosomal subunit assembling AARP2 protein
PF14_0170_v7.1_P6/13	PF3D7_1417200	keep	NA	NOT family protein%2C putative
PF13_0179_v7.1_P3/4	PF3D7_1332900	keep	cyto-IRS	isoleucine--tRNA ligase%2C putative
PFA_SNOR_25_v7.1_P1/1	PF3D7_1424200	keep	NA	small nucleolar RNA snoR25
MAL8P1.71_v7.1_P2/2	PF3D7_0818000	keep	SNRNP27	U4/U6.U5 small nuclear ribonucleoprotein%2C putative
PF11_0408_v7.1_P3/7	PF3D7_1139800	keep	NA	conserved Plasmodium protein%2C unknown function
PF14_0516_v7.1_P1/3	PF3D7_1454300	keep	KIN	SNF1-related serine/threonine protein kinase KIN
PF14_0058_v7.1_P1/4	PF3D7_1406100	keep	NA	tubby domain-containing protein%2C putative
MAL13P1.246_v7.1_P6/6	PF3D7_1348800	keep	NA	E1-E2 ATPase%2C putative
PFC10_API0001:tRNA_v6.4_P1/1	PF3D7_API05800	keep	NA	tRNA Isoleucine
PFC10_API0010:rRNA_v6.4_P3/3	PF3D7_API	keep	PF3D7_API	PF3D7_API
MAL7P1.12_v7.1_P6/7	PF3D7_0703500	keep	NA	erythrocyte membrane-associated antigen
PF11_0420_v7.1_P3/6	PF3D7_1140900	keep	NA	conserved Plasmodium protein%2C unknown function
MAL13P1.70_v7.1_P10/10	PF3D7_1313800	keep	NA	conserved Plasmodium membrane protein%2C unknown function
PFC0230C_v7.1_P12/12	PF3D7_0305100	keep	NA	conserved Plasmodium protein%2C unknown function
PF14_0695_v7.1_P2/3	PF3D7_1472700	keep	NA	DNA-directed RNA polymerase%2C alpha subunit%2C putative
PFL0855C_v7.1_P2/2	PF3D7_1217700	keep	NA	conserved Plasmodium protein%2C unknown function
PF11_0193_v7.1_P1/2	PF3D7_1118700	keep	MLC-B	myosin light chain B
PFB0610C_v7.1_P1/2	PF3D7_0213500	keep	NA	tetratricopeptide repeat protein%2C putative
(-)3xSLv1	NA	keep	NA	NA
PF11_0290_v7.1_P1/2	PF3D7_1127900	keep	NA	conserved Plasmodium protein%2C unknown function
PF14_0197_v7.1_P1/1	PF3D7_1420300	keep	HEP1	DNL-type zinc finger protein
PFC0455W_v7.1_P1/3	PF3D7_0310900	keep	NA	conserved Plasmodium protein%2C unknown function
PFC0435W_v7.1_P4/4	PF3D7_0310400	keep	PIESP1	parasite-infected erythrocyte surface protein
RC7	NA	keep	NA	NA
PFA0725W_v7.1_P2/6	NA	drop	NA	NA
PF10_0348_v7.1_P1/2	PF3D7_1035700	keep	DBLMSP	duffy binding-like merozoite surface protein
PF11_0334_v7.1_P3/5	PF3D7_1132500	keep	NA	amino acid transporter%2C putative
MAL8B_28S_v7.1_P6/6	PF3D7_0801100	keep	NA	28S ribosomal RNA
MAL8P1.11_v7.1_P5/6	PF3D7_0829000	keep	NA	conserved Plasmodium membrane protein%2C unknown function
PFE0430W_v7.1_P2/5	PF3D7_0508700	keep	PRP5	pre-mRNA-processing ATP-dependent RNA helicase PRP5%2C putative
PFC1065W_v7.1_P3/3	PF3D7_0323800	keep	NA	conserved Plasmodium protein%2C unknown function
PFB0440C_v7.1_P2/2	PF3D7_0209700	keep	NA	RING zinc finger protein%2C putative
PFE0505W_v7.1_P1/3	PF3D7_0510200	keep	CYP87	peptidyl-prolyl cis-trans isomerase
PFL2255W_v7.1_P2/2	PF3D7_1247000	keep	DIA2	DNA replication origin binding protein%2C putative
PF14_0031_v7.1_P2/4	PF3D7_1403300	keep	NA	tetratricopeptide repeat protein%2C putative
PF10_0331_v7.1_P1/2	PF3D7_1034000	keep	NA	Sec1 family protein%2C putative
PF10_0096_v7.1_P2/3	PF3D7_1009900	keep	NA	heptatricopeptide repeat-containing protein%2C putative
PFD0340C_v7.1_P5/5	PF3D7_0406900	keep	NA	conserved Plasmodium protein%2C unknown function
MAL7P1.176_v7.1_P5/5	PF3D7_0731500	keep	EBA175	erythrocyte binding antigen-175
PFA0400C_v7.1_P1/1	PF3D7_0108000	keep	NA	proteasome subunit beta type-3%2C putative
PFL2170C_v7.1_P5/5	PF3D7_1245200	keep	NA	conserved Plasmodium membrane protein%2C unknown function
PFI0830C_v7.1_P6/6	PF3D7_0917000	keep	MOP	merozoite organizing protein
PFI0125C-A_v7.1_P1/1	PF3D7_0902600	keep	FIKK9.7	serine/threonine protein kinase%2C FIKK family
PFF1215W_v7.1_P2/2	PF3D7_0625100	keep	SMS2	sphingomyelin synthase 2%2C putative
MAL7P1.92_v7.1_P7/8	PF3D7_0718300	keep	CRMP2	cysteine repeat modular protein 2
MAL7P1.16_v7.1_P4/10	PF3D7_0704000	keep	NA	conserved Plasmodium membrane protein%2C unknown function
PF12TR012_v7.1_P1/1	PF12TR012	keep	PF12TR012	PF12TR012
PF10_0228_v7.1_P1/1	PF3D7_1023500	keep	NA	conserved Plasmodium protein%2C unknown function
PFE0745W_v7.1_P1/2	PF3D7_0514900	keep	NA	conserved Plasmodium protein%2C unknown function
DarkCorner	NA	keep	NA	NA
DarkCorner	NA	keep	NA	NA
GE_BrightCorner	NA	keep	NA	NA
DarkCorner	NA	keep	NA	NA
DarkCorner	NA	keep	NA	NA
PF14_0385_v7.1_P2/2	PF3D7_1440600	keep	SOC3	protein SOC3%2C putative
PFC0500W_v7.1_P2/2	PF3D7_0311800	keep	NA	ATP synthase F0 subunit d-like protein%2C putative
PFL2570W_v7.1_P1/3NU	NA	drop	NA	NA
PFA_SNOSCAR_10_v7.1_P1/1	PF3D7_1109600	keep	NA	small nucleolar RNA SNORD127
PFL2125C_v7.1_P2/3	PF3D7_1244200	keep	TFB2	RNA polymerase II transcription factor B subunit 2%2C putative
MAL13P1.132_v7.1_P2/2	PF3D7_1324200	keep	NA	micro-fibrillar-associated protein%2C putative
PFL1635W_v7.1_P3/3	PF3D7_1233900	keep	SENP1	sentrin-specific protease 1
PFI1515W_v7.1_P1/1	PF3D7_0931200	keep	Sel2	selenoprotein
PF10_0078_v7.1_P6/7	PF3D7_1008000	keep	HDA2	histone deacetylase 2
PF14_0229_v7.1_P1/5	PF3D7_1423800	keep	VPS3	vacuolar protein sorting-associated protein 3%2C putative
MAL5_18S_v7.1_P1/2	ribosomal	RNA	ribosomal	ribosomal
PFF0520W_v7.1_P1/2	PF3D7_0610600	keep	CDPK2	calcium-dependent protein kinase 2
PF11_0354_v7.1_P4/7	PF3D7_1134300	keep	NA	conserved Plasmodium protein%2C unknown function
PFE1615C_v7.1_P1/1	PF3D7_0532600	keep	NA	Plasmodium exported protein%2C unknown function
PF13_0188_v7.1_P2/2	PF3D7_1334000	keep	NA	RING zinc finger protein%2C putative
PF14_0447_v7.1_P2/2	PF3D7_1446900	keep	NA	glutaminyl-peptide cyclotransferase%2C putative
PFI1170C_v7.1_P2/2	PF3D7_0923800	keep	TRXR	thioredoxin reductase
PF13_0063_v7.1_P2/2	PF3D7_1311500	keep	RPT1	26S protease regulatory subunit 7%2C putative
PFA0310C_v7.1_P2/4	PF3D7_0106300	keep	ATP6	calcium-transporting ATPase
MAL7P1.155_v7.1_P2/7	PF3D7_0728600	keep	NA	RING zinc finger protein%2C putative
PFD0160W_v7.1_P6/11	PF3D7_0403400	keep	NA	conserved Plasmodium protein%2C unknown function
PFL1085W_v7.1_P7/7	PF3D7_1222600	keep	AP2-G	AP2 domain transcription factor AP2-G
PF13_0301_v7.1_P1/1	PF3D7_1356300	keep	NA	ubiquitin-conjugating enzyme E2%2C putative
PFB0555C_v7.1_P8/12	PF3D7_0212400	keep	NA	conserved Plasmodium membrane protein%2C unknown function
PFE1115C_v7.1_P1/1	PF3D7_0522300	keep	NA	18S rRNA (guanine-N(7))-methyltransferase%2C putative
PF14_0277_v7.1_P3/4	PF3D7_1429800	keep	NA	coatomer subunit beta%2C putative
PFI0805W_v7.1_P2/8	PF3D7_0916400	keep	NA	conserved Plasmodium protein%2C unknown function
PF07_0105_v7.1_P3/4	PF3D7_0725000	keep	NA	exonuclease I%2C putative
PFD0367W_v7.1_P2/2	PF3D7_0407500	keep	NA	mitochondrial carrier protein%2C putative
PFD0160W_v7.1_P11/11	PF3D7_0403400	keep	NA	conserved Plasmodium protein%2C unknown function
MAL13P1.156_v7.1_P1/2	PF3D7_1329700	keep	ACBP1	apicoplast calcium binding protein 1
PF11_0322_v7.1_P1/2	PF3D7_1131200	keep	NA	conserved Plasmodium protein%2C unknown function
PF10_0115_v7.1_P4/4	PF3D7_1011800	keep	PREBP	PRE-binding protein
PFF0175C_v7.1_P5/7	PF3D7_0603600	keep	NA	conserved Plasmodium protein%2C unknown function
PFI0315C_v7.1_P2/3	PF3D7_0906400	keep	NA	dynein intermediate light chain%2C putative
PFI1480W_v7.1_P2/3	PF3D7_0930400	keep	NA	zinc finger protein%2C putative
PF14_0805_v7.1_P1/1	PF3D7_1416700	keep	NA	conserved protein%2C unknown function
MAL13P1.112_v7.1_P2/2	PF3D7_1320300	keep	NA	conserved protein%2C unknown function
PF10_0374_v7.1_P19/27	PF3D7_1038400	keep	Pf11-1	gametocyte-specific protein
MAL13P1.133_v7.1_P16/16	PF3D7_1324300	keep	NA	conserved Plasmodium membrane protein%2C unknown function
PFI0110C_v7.1_P2/2	PF3D7_0902300	keep	FIKK9.4	serine/threonine protein kinase%2C FIKK family
PF13_0015_v7.1_P1/3	PF3D7_1302900	keep	NA	conserved protein%2C unknown function
PFD0200C_v7.1_P6/7	PF3D7_0404100	keep	ApiAP2	AP2 domain transcription factor AP2-SP2%2C putative
PFF0785W_v7.1_P2/2	PF3D7_0616200	keep	NDC80	kinetochore protein NDC80%2C putative
PF14_0722_v7.1_P16/17	PF3D7_1475400	keep	CRMP4	cysteine repeat modular protein 4
PF10_0221_v7.1_P1/3	PF3D7_1022800	keep	ISPG	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin)%2C putative
PF13_0044_v7.1_P2/7	PF3D7_1308200	keep	cpsSII	carbamoyl phosphate synthetase
PF08_0023_v7.1_P2/2	PF3D7_0825900	keep	NA	conserved Plasmodium protein%2C unknown function
PFE1040C_v7.1_P2/3	PF3D7_0520700	keep	NA	CDC73 domain-containing protein%2C putative
PF10_0004_v7.1_P2/2	PF3D7_1000400	keep	RIF	rifin
PF13_0265_v7.1_P3/4	PF3D7_1350500	keep	NA	conserved Plasmodium protein%2C unknown function
PFL1570W_v7.1_P1/2	PF3D7_1232600	keep	NA	conserved Plasmodium protein%2C unknown function
PFL0290W_v7.1_P4/7	PF3D7_1205800	keep	HMGB3	high mobility group protein B3%2C putative
PF14_0050_v7.1_P1/3	PF3D7_1405300	keep	NA	conserved Plasmodium protein%2C unknown function
PFF0430W_v7.1_P2/2	PF3D7_0608700	keep	CCT6	T-complex protein 1 subunit zeta
MAL4_TRNA_ALA1_v7.1_P1/1	PF3D7_0411500	keep	NA	tRNA Alanine
PF14_0228_v7.1_P3/5	PF3D7_1423700	keep	NA	conserved Plasmodium protein%2C unknown function
PF14_0196_v7.1_P4/4	PF3D7_1420200	keep	UNC	myosin-specific chaperone UNC%2C putative
PFL1185C_v7.1_P1/1	PF3D7_1224600	keep	CCHL	cytochrome c heme lyase%2C putative
PF14_0501_v7.1_P2/10	PF3D7_1452600	keep	NA	conserved Plasmodium protein%2C unknown function
PFL1985C_v7.1_P1/2	PF3D7_1241300	keep	NA	ribosome-binding factor A%2C putative
PF11_0180_v7.1_P1/2	PF3D7_1117400	keep	NA	conserved Plasmodium protein%2C unknown function
PFF0445W_v7.1_P15/18	PF3D7_0609000	keep	NA	nucleoporin NUP637%2C putative
MAL13P1.139A_v7.1_P1/1	PF3D7_1325700	keep	NA	conserved Plasmodium protein%2C unknown function
PF14_0638_v7.1_P1/3	PF3D7_1467000	keep	NA	magnesium transporter%2C putative
MAL13P1.107_v7.1_P5/5	PF3D7_1319900	keep	NA	conserved Plasmodium protein%2C unknown function
PFC0335C_v7.1_P4/11	PF3D7_0307900	keep	NA	conserved Plasmodium protein%2C unknown function
MAL7_TRNA_ALA1_v7.1_P1/1	PF3D7_0702700	keep	NA	tRNA Alanine
PFF1345W_v7.1_P4/4	PF3D7_0627700	keep	NA	transportin
PF14_0113_v7.1_P1/3	PF3D7_1411500	keep	NA	conserved Plasmodium protein%2C unknown function
PF11_0482_v7.1_P2/4	PF3D7_1147300	keep	NA	conserved Plasmodium protein%2C unknown function
PF10_0075_v7.1_P2/5	PF3D7_1007700	keep	AP2-I	AP2 domain transcription factor AP2-I
(-)3xSLv1	NA	keep	NA	NA
PFL0625C_v7.1_P3/4	PF3D7_1212700	keep	EIF3A	eukaryotic translation initiation factor 3 subunit A%2C putative
PF10_0044_v7.1_P1/4	PF3D7_1004100	keep	NA	conserved Plasmodium protein%2C unknown function
PFA0125C_v7.1_P3/5	PF3D7_0102500	keep	EBA181	erythrocyte binding antigen-181
MAL7P1.81_v7.1_P1/1	PF3D7_0716800	keep	EIF3I	eukaryotic translation initiation factor 3 subunit I%2C putative
PF11_0142_v7.1_P1/2	PF3D7_1113400	keep	DSK2	ubiquitin domain-containing protein DSK2%2C putative
DarkCorner	NA	keep	NA	NA
DarkCorner	NA	keep	NA	NA
DarkCorner	NA	keep	NA	NA
PF14_0618_v7.1_P1/3	PF3D7_1465100	keep	COG6	conserved oligomeric Golgi complex subunit 6%2C putative
PFD0710W_v7.1_P1/2	PF3D7_0414700	keep	NA	GTP-binding protein%2C putative
MAL8P1.150_v7.1_P2/7	PF3D7_0802600	keep	ACbeta	adenylyl cyclase beta
PFI0555C_v7.1_P1/4	PF3D7_0911400	keep	NA	conserved Plasmodium protein%2C unknown function
MAL13P1.237_v7.1_P2/2	PF3D7_1347500	keep	ALBA4	DNA/RNA-binding protein Alba 4
PF11_0403_v7.1_P1/2	PF3D7_1139200	keep	NA	VPS9 domain-containing protein%2C putative
RNAZID:2814_v7.1_P1/1	PF3D7_0307000	keep	NA	small nucleolar RNA snoR03
PFI0690C_v7.1_P4/4	PF3D7_0914100	keep	NA	conserved Plasmodium protein%2C unknown function
PF08_0136_v7.1_P1/1	PF3D7_0801400	keep	NA	conserved Plasmodium protein%2C unknown function
PFE0285C_v7.1_P1/1	PF3D7_0505800	keep	SUMO	small ubiquitin-related modifier
PF10_0041_v7.1_P2/4	PF3D7_1003800	keep	EFTUD2	U5 small nuclear ribonucleoprotein component%2C putative
MAL13P1.184_v7.1_P2/3	PF3D7_1337000	keep	OCT1	mitochondrial intermediate peptidase%2C putative
MAL13P1.156_v7.1_P2/2	PF3D7_1329700	keep	ACBP1	apicoplast calcium binding protein 1
PF10_0370_v7.1_P1/1	PF3D7_1037700	keep	ERH	enhancer of rudimentary homolog%2C putative
PFE0070W_v7.1_P3/5	PF3D7_0501400	keep	FIRA	interspersed repeat antigen
PFI0695C_v7.1_P1/2	PF3D7_0914200	keep	NA	phospholipid or glycerol acyltransferase%2C putative
PFL1970W_v7.1_P3/7	PF3D7_1240900	keep	VAR	erythrocyte membrane protein 1%2C PfEMP1
PF07_0026_v7.1_P3/3	PF3D7_0707700	keep	NA	E3 ubiquitin-protein ligase%2C putative
PF10TR004_v7.1_P1/1	PF10TR004	keep	PF10TR004	PF10TR004
PF11_0093_v7.1_P2/2	PF3D7_1108000	keep	NA	IWS1-like protein%2C putative
MAL13P1.320_v7.1_P1/2	PF3D7_1363800	keep	GEX1	nuclear fusion protein%2C putative
MAL13P1.114_v7.1_P7/10	PF3D7_1321100	keep	NA	conserved Plasmodium protein%2C unknown function
MAL13P1.550_v7.1_P1/1	PF3D7_1326200	keep	NA	conserved Plasmodium protein%2C unknown function
PFL0405W_v7.1_P3/13	PF3D7_1208100	keep	NA	conserved Plasmodium protein%2C unknown function
PFL1280W_v7.1_P5/5	PF3D7_1226500	keep	NA	heptatricopeptide repeat and RAP domain-containing protein%2C putative
PF13_0219_v7.1_P1/3	PF3D7_1340300	keep	NA	nucleolar complex protein 2%2C putative
MAL13P1.177_v7.1_P1/2	PF3D7_1335500	keep	NA	DNA replication complex GINS protein%2C putative
PFA0045C_v7.1_P1/1	PF3D7_0100900	keep	RIF	rifin
MAL13P1.116_v7.1_P10/10	PF3D7_1321300	keep	NA	conserved Plasmodium membrane protein%2C unknown function
(-)3xSLv1	NA	keep	NA	NA
PF10_0005_v7.1_P1/2	PF3D7_1000500	keep	RIF	rifin
PFI0155C_v7.1_P1/1	PF3D7_0903200	keep	RAB7	ras-related protein RAB7
PFA0625W_v7.1_P5/5	PF3D7_0113100	keep	SURF1.1	surface-associated interspersed protein 1.1 (SURFIN 1.1)
PFC0530W_v7.1_P2/2	PF3D7_0312500	keep	MFR3	major facilitator superfamily-related transporter%2C putative
PFL0680C_v7.1_P1/1	PF3D7_1214000	keep	NA	conserved protein%2C unknown function
PFL0360C_v7.1_P5/8	PF3D7_1207200	keep	NA	conserved Plasmodium protein%2C unknown function
PF14_0048_v7.1_P2/4	PF3D7_1405100	keep	NA	GTPase-activating protein%2C putative
PFB0635W_v7.1_P1/2	PF3D7_0214000	keep	CCT8	T-complex protein 1 subunit theta
PF11TR008_v7.1_P1/4	PF3D7_1139400	keep	NA	unspecified product
PFI0090C_v7.1_P2/2	PF3D7_0901900	keep	NA	probable protein%2C unknown function
